AvailabilityZone,BilledCost,BillingAccountId,BillingAccountName,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountStatus,CommitmentDiscountType,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,x_CostCategories,x_Discounts,x_Operation,x_ServiceCode,x_UsageType,Tags
,0.0128825806,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.096 per GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Sydney),Usage-Based,2025-03-06 10:00:00+00:00,2025-03-06 09:00:00+00:00,,,,,,0.1720430108,GB-Months,0.0128825806,0.074879999717,0.0128825806,Amazon Web Services Australia Pty Ltd,0.016516129,0.096,Standard,0.1720430108,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-50sp45200s388o09p,,volume,Storage,Amazon Elastic Compute Cloud,QR74UAP3E9WUYT9B,QR74UAP3E9WUYT9B.JRTCKXETXF.6YS6EN2CT7,869402194052,gsafj-pbecbengrvg-rdhvcfvg-abacebq,[],"[[""total_discount"", -0.0036335484], [""bundled_discount"", 0.0], [""edp_discount"", -0.0036335484]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeUsage.gp3,"{""application"": ""GAJ578540"", ""environment"": null, ""cost_center"": ""Hanyybpngrq""}"
,3.90E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.50 per 1,000,000 Amazon SNS API Requests per month thereafter",Usage-Based,2025-03-17 19:00:00+00:00,2025-03-17 18:00:00+00:00,,,,,,1,Requests,3.90E-07,3.90E-07,3.90E-07,Amazon Web Services Australia Pty Ltd,5.00E-07,5.00E-07,Standard,1,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:faf:nc-fbhgurnfg-7:741834794295:FPNGF-genafvf-ernygvzr-bowrpg-perngr,,,Integration,Amazon Simple Notification Service,6GZYJMEWP8DZDUX9,6GZYJMEWP8DZDUX9.JRTCKXETXF.VNJQCFJPS4,741834794295,gsafj-nnv-qngncyngsbez-abacebq,[],"[[""total_discount"", -1.1e-07], [""bundled_discount"", 0.0], [""edp_discount"", -1.1e-07]]",ListSubscriptionsByTopic,AmazonSNS,APS2-Requests-Tier1,"{""application"": ""gsafj-nnv-qngncyngsbez-abacebq"", ""environment"": null, ""cost_center"": ""5555686584""}"
,0.5889567867,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.335 per GB of vended logs ingested in Standard log class for the next 20TB - Asia Pacific (Sydney),Usage-Based,2025-03-08 22:00:00+00:00,2025-03-08 21:00:00+00:00,,,,,,2.2539486671,GB,0.5889567867,0.261299999994,0.5889567867,Amazon Web Services Australia Pty Ltd,0.7550728035,0.335,Standard,2.2539486671,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:ybtf:nc-fbhgurnfg-7:110780570035:ybt-tebhc:nalpybhq-frphevgl-icp-sybj-ybtf-icp-588qs363o9o3s4131,,,Management and Governance,AmazonCloudWatch,AQ53AYG3UWDJK89G,AQ53AYG3UWDJK89G.JRTCKXETXF.JM86AE7V7B,110780570035,ezf-onuf-njf-abacebq,[],"[[""total_discount"", -0.1661160168], [""bundled_discount"", 0.0], [""edp_discount"", -0.1661160168]]",PutLogEvents,AmazonCloudWatch,APS2-VendedLog-Bytes,"{""application"": ""ezf-onuf-njf-abacebq"", ""environment"": null, ""cost_center"": ""5555637688""}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,0.0 per free event recorded in EU (London) region,Usage-Based,2025-03-06 04:00:00+00:00,2025-03-06 03:00:00+00:00,,,,,,312,Events,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,312,Events,AWS,Amazon Web Services Australia Pty Ltd,eu-west-2,EU (London),,,,Management and Governance,AWS CloudTrail,DC3B6SZ3M34J977D,DC3B6SZ3M34J977D.JRTCKXETXF.6YS6EN2CT7,962321308339,fg-bg-ovmnccf-abacebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", null]]",,AWSCloudTrail,EUW2-FreeEventsRecorded,
ap-southeast-2,1.95E-05,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.000025 per state transition,Usage-Based,2025-03-01 19:00:00+00:00,2025-03-01 18:00:00+00:00,,,,,,1,StateTransitions,1.95E-05,1.95E-05,1.95E-05,Amazon Web Services Australia Pty Ltd,2.50E-05,2.50E-05,Standard,1,StateTransitions,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:fgngrf:nc-fbhgurnfg-7:886429382895:fgngrZnpuvar:pgcGenafvgNppbhagKGbxraFgrcShapgvba,,,Compute,AWS Step Functions,FD3VCRWY9DWQNNR2,FD3VCRWY9DWQNNR2.JRTCKXETXF.6YS6EN2CT7,886429382895,gsafj-gfq-qngntj-cebq,[],"[[""total_discount"", -5.5e-06], [""bundled_discount"", 0.0], [""edp_discount"", -5.5e-06]]",Pass,AmazonStates,APS2-StateTransition,
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.048 per provisioned MiBps-month of gp3 - Asia Pacific (Sydney),Usage-Based,2025-03-18 01:00:00+00:00,2025-03-18 00:00:00+00:00,,,,,,0,GiB/Second-Months,0,38.3385599983698,0,Amazon Web Services Australia Pty Ltd,0,49.152,Standard,0,GiB/Second-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-59749168866n008p0,,,Storage,Amazon Elastic Compute Cloud,NR674TZUSQXFCVM8,NR674TZUSQXFCVM8.JRTCKXETXF.6YS6EN2CT7,779957659224,ezf-onuf-njf-cebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", 0.0]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-Throughput.gp3,"{""application"": ""Nhgbflf"", ""environment"": null, ""cost_center"": ""5555637688""}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.048 per provisioned MiBps-month of gp3 - Asia Pacific (Sydney),Usage-Based,2025-03-14 08:00:00+00:00,2025-03-14 07:00:00+00:00,,,,,,0,GiB/Second-Months,0,38.3385599999916,0,Amazon Web Services Australia Pty Ltd,0,49.152,Standard,0,GiB/Second-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-5643s15q7on3qn219,,,Storage,Amazon Elastic Compute Cloud,NR674TZUSQXFCVM8,NR674TZUSQXFCVM8.JRTCKXETXF.6YS6EN2CT7,779957659224,ezf-onuf-njf-cebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", 0.0]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-Throughput.gp3,"{""application"": ""PybhqOrrf Wraxvaf"", ""environment"": null, ""cost_center"": ""5555637688""}"
,0.000165551,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.055 per GB-Month of snapshot data stored - Asia Pacific (Sydney),Usage-Based,2025-03-03 00:00:00+00:00,2025-03-02 23:00:00+00:00,,,,,,0.003858997,GB-Months,0.000165551,0.042900007437,0.000165551,Amazon Web Services Australia Pty Ltd,0.0002122448,0.055,Standard,0.003858997,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rp7:nc-fbhgurnfg-7:849332123072:fancfubg/fanc-5769q58081952n00s,,,Storage,Amazon Elastic Compute Cloud,759N2ESGG4Z2C95V,759N2ESGG4Z2C95V.JRTCKXETXF.6YS6EN2CT7,849332123072,fg-svanaprvg-op-cebq,[],"[[""total_discount"", -4.66939e-05], [""bundled_discount"", 0.0], [""edp_discount"", -4.66939e-05]]",CreateSnapshot,AmazonEC2,APS2-EBS:SnapshotUsage,"{""application"": ""FLG571015"", ""environment"": null, ""cost_center"": ""Hanyybpngrq""}"
,1.56E-06,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$1 per 1,000,000 requests for AWS Glue Data Catalog request",Usage-Based,2025-03-12 22:00:00+00:00,2025-03-12 21:00:00+00:00,,,,,,2,Requests,1.56E-06,7.80E-07,1.56E-06,Amazon Web Services Australia Pty Ltd,2.00E-06,1.00E-06,Standard,2,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-northeast-3,Asia Pacific (Osaka),,,,Analytics,AWS Glue,2JE3WCEUSPXQY8TK,2JE3WCEUSPXQY8TK.JRTCKXETXF.6YS6EN2CT7,572705841253,gsafj-pf-vaabingvba-abacebq,[],"[[""total_discount"", -4.4e-07], [""bundled_discount"", 0.0], [""edp_discount"", -4.4e-07]]",Request,AWSGlue,APN3-Catalog-Request,
,6.24E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.40 per 1,000,000 queries for the first 1 Billion queries",Usage-Based,2025-03-13 00:00:00+00:00,2025-03-12 23:00:00+00:00,,,,,,2,Queries,6.24E-07,3.12E-07,6.24E-07,Amazon Web Services Australia Pty Ltd,8.00E-07,4.00E-07,Standard,2,Queries,AWS,Amazon Web Services Australia Pty Ltd,global,,nea:njf:ebhgr08:::ubfgrqmbar/M5609217R9I6ROI2WUOJ,,,Networking,Amazon Route 53,JHRA6QBEDT9FZVT5,JHRA6QBEDT9FZVT5.JRTCKXETXF.ZN357FEBCK,878096312311,gsafj-nqfg-ebhgr08-cebq,[],"[[""total_discount"", -1.76e-07], [""bundled_discount"", 0.0], [""edp_discount"", -1.76e-07]]",A,AmazonRoute53,DNS-Queries,
,0.0005668856,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.012 per GB-month for cold backup storage for VMware,Usage-Based,2025-03-03 00:00:00+00:00,2025-03-02 23:00:00+00:00,,,,,,0.0605647054,GB-Months,0.0005668856,0.009359999298,0.0005668856,Amazon Web Services Australia Pty Ltd,0.0007267765,0.012,Standard,0.0605647054,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:onpxhc:nc-fbhgurnfg-7:790639323661:erpbirel-cbvag:933p6n8o-5n6o-938n-n0rq-7s5o0p5n8nsq,,,Storage,AWS Backup,S2HSTTS2H33SVCJT,S2HSTTS2H33SVCJT.JRTCKXETXF.6YS6EN2CT7,790639323661,gsafj-uf-izp-cebq,[],"[[""total_discount"", -0.0001598908], [""bundled_discount"", 0.0], [""edp_discount"", -0.0001598908]]",Storage,AWSBackup,APS2-ColdStorage-ByteHrs-VirtualMachine,"{""application"": ""IZP Ubfgvat"", ""environment"": null, ""cost_center"": null}"
,3.43E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,2025-03-05 07:00:00+00:00,2025-03-05 06:00:00+00:00,,,,,,1,Requests,3.43E-07,3.43E-07,3.43E-07,Amazon Web Services Australia Pty Ltd,4.40E-07,4.40E-07,Standard,1,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),cebq-qz-fcyhax-gs-f8-ncfr7,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,723112928140,gsafj-pf-qzbovyvgl-cebq,[],"[[""total_discount"", -9.68e-08], [""bundled_discount"", 0.0], [""edp_discount"", -9.68e-08]]",ReadLogProps,AmazonS3,APS2-Requests-Tier2,"{""application"": ""gsafj-pf-qzbovyvgl-cebq"", ""environment"": null, ""cost_center"": ""6555637653""}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.048 per provisioned MiBps-month of gp3 - Asia Pacific (Sydney),Usage-Based,2025-03-14 13:00:00+00:00,2025-03-14 12:00:00+00:00,,,,,,0,GiB/Second-Months,0,38.3385599999916,0,Amazon Web Services Australia Pty Ltd,0,49.152,Standard,0,GiB/Second-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-5339616012q7qp327,,,Storage,Amazon Elastic Compute Cloud,NR674TZUSQXFCVM8,NR674TZUSQXFCVM8.JRTCKXETXF.6YS6EN2CT7,779957659224,ezf-onuf-njf-cebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", 0.0]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-Throughput.gp3,"{""application"": ""Benpyr Tbyq Funerq Qngnonfr"", ""environment"": null, ""cost_center"": ""5555637688""}"
,3.43E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,2025-03-04 12:00:00+00:00,2025-03-04 11:00:00+00:00,,,,,,1,Requests,3.43E-07,3.43E-07,3.43E-07,Amazon Web Services Australia Pty Ltd,4.40E-07,4.40E-07,Standard,1,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),cgvcf-cebq-qbphzragngvba,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,509128127298,gsafj-bf-cgvcf57-cebq,[],"[[""total_discount"", -9.68e-08], [""bundled_discount"", 0.0], [""edp_discount"", -9.68e-08]]",ReadBucketPolicy,AmazonS3,APS2-Requests-Tier2,"{""application"": ""gsafj-bf-cgvcf57-cebq"", ""environment"": null, ""cost_center"": ""5555687575""}"
,0.0001275794,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.335 per GB of log data delivered to S3 for the first 10TB - Asia Pacific (Sydney),Usage-Based,2025-03-01 12:00:00+00:00,2025-03-01 11:00:00+00:00,,,,,,0.0004882487,GB,0.0001275794,0.261300030087,0.0001275794,Amazon Web Services Australia Pty Ltd,0.0001635633,0.335,Standard,0.0004882487,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rp7:nc-fbhgurnfg-7:845706446224:icp-sybj-ybt/sy-5675061s927oooo47,,,Management and Governance,AmazonCloudWatch,ZSU698BM39UCKSY8,ZSU698BM39UCKSY8.JRTCKXETXF.Q3Z75P77EN,845706446224,gsafj-bf-fuvsgznantrzrag-cebq,[],"[[""total_discount"", -3.59839e-05], [""bundled_discount"", 0.0], [""edp_discount"", -3.59839e-05]]",LogDelivery,AmazonCloudWatch,APS2-S3-Egress-Bytes,"{""application"": ""gsafj-bf-fuvsgznantrzrag-cebq"", ""environment"": null, ""cost_center"": null}"
,0.0015801638,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.012 per GB-month for cold backup storage for VMware,Usage-Based,2025-03-18 00:00:00+00:00,2025-03-17 23:00:00+00:00,,,,,,0.1688209226,GB-Months,0.0015801638,0.00935999979,0.0015801638,Amazon Web Services Australia Pty Ltd,0.0020258511,0.012,Standard,0.1688209226,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:onpxhc:nc-fbhgurnfg-7:790639323661:erpbirel-cbvag:961s49po-6064-9350-39r4-q530r2nr02pn,,,Storage,AWS Backup,S2HSTTS2H33SVCJT,S2HSTTS2H33SVCJT.JRTCKXETXF.6YS6EN2CT7,790639323661,gsafj-uf-izp-cebq,[],"[[""total_discount"", -0.0004456872], [""bundled_discount"", 0.0], [""edp_discount"", -0.0004456872]]",Storage,AWSBackup,APS2-ColdStorage-ByteHrs-VirtualMachine,"{""application"": ""IZP Ubfgvat"", ""environment"": null, ""cost_center"": null}"
,3.43E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,2025-03-16 14:00:00+00:00,2025-03-16 13:00:00+00:00,,,,,,1,Requests,3.43E-07,3.43E-07,3.43E-07,Amazon Web Services Australia Pty Ltd,4.40E-07,4.40E-07,Standard,1,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),rdhvc-f8-ceq-pybhqgenvy-ybtf,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,57816637909,gsafj-pbecbengrvg-rdhvcceq-cebq,[],"[[""total_discount"", -9.68e-08], [""bundled_discount"", 0.0], [""edp_discount"", -9.68e-08]]",ReadBucketServerSideEncryption,AmazonS3,APS2-Requests-Tier2,"{""application"": ""gsafj-pbecvg-rdhvc-cebq"", ""environment"": null, ""cost_center"": null}"
,0.0019433232,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,USD 0.023 per GB-month of backup storage exceeding free allocation for Aurora MySQL,Usage-Based,2025-03-09 21:00:00+00:00,2025-03-09 20:00:00+00:00,,,,,,0.1083234766,GB-Months,0.0019433232,0.017940000275,0.0019433232,Amazon Web Services Australia Pty Ltd,0.00249144,0.023,Standard,0.1083234766,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:eqf:nc-fbhgurnfg-7:646924912074:pyhfgre:pyhfgre-apmhemyjxhm7jaezmofgk1sgzl,,,Databases,Amazon Relational Database Service,GGU4B35Z3RPJRRQJ,GGU4B35Z3RPJRRQJ.JRTCKXETXF.6YS6EN2CT7,646924912074,gsafj-nqfg-qvpr-cebq,[],"[[""total_discount"", -0.0005481168], [""bundled_discount"", 0.0], [""edp_discount"", -0.0005481168]]",CreateDBInstance:0016,AmazonRDS,APS2-Aurora:BackupUsage,"{""application"": ""gsafj-nqfg-qvpr-cebq"", ""environment"": ""prod"", ""cost_center"": ""5555637670""}"
,3.15E-08,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.098 per GB - next 40 TB / month data transfer out,Usage-Based,2025-03-04 09:00:00+00:00,2025-03-04 08:00:00+00:00,,,,,,4.12E-07,GB,3.15E-08,0.076530612245,3.15E-08,Amazon Web Services Australia Pty Ltd,4.03E-08,0.098,Standard,4.12E-07,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),f8-freire-npprff-ybtf-428183493173,,bucket,Storage,Amazon Simple Storage Service,KRXM4TG87VW2NPHA,KRXM4TG87VW2NPHA.JRTCKXETXF.VF6T3GAUKQ,428183493173,gsafj-nalpybhq-zcn57-cebq,[],"[[""total_discount"", -8.9e-09], [""bundled_discount"", 0.0], [""edp_discount"", -8.9e-09]]",ReadBucketPolicy,AmazonS3,APS2-DataTransfer-Out-Bytes,"{""application"": ""NalPybhq"", ""environment"": null, ""cost_center"": null}"
,3.43E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,2025-03-14 16:00:00+00:00,2025-03-14 15:00:00+00:00,,,,,,1,Requests,3.43E-07,3.43E-07,3.43E-07,Amazon Web Services Australia Pty Ltd,4.40E-07,4.40E-07,Standard,1,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),450963851725-8eq-cnegl-ynzoqnf,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,450963851725,gsafj-tf-envygvzrgnoyrflf-abacebq,[],"[[""total_discount"", -9.68e-08], [""bundled_discount"", 0.0], [""edp_discount"", -9.68e-08]]",ReadCostAllocation,AmazonS3,APS2-Requests-Tier2,"{""application"": ""gsafj-tf-envygvzrgnoyrflf-abacebq"", ""environment"": null, ""cost_center"": ""6555637651""}"
,0.0006453109,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.055 per GB-Month of snapshot data stored - Asia Pacific (Sydney),Usage-Based,2025-03-09 00:00:00+00:00,2025-03-08 23:00:00+00:00,,,,,,0.0150422127,GB-Months,0.0006453109,0.042899998349,0.0006453109,Amazon Web Services Australia Pty Ltd,0.0008273217,0.055,Standard,0.0150422127,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rp7:nc-fbhgurnfg-7:477619629727:fancfubg/fanc-5924r27890rr9q7s3,,,Storage,Amazon Elastic Compute Cloud,759N2ESGG4Z2C95V,759N2ESGG4Z2C95V.JRTCKXETXF.6YS6EN2CT7,477619629727,gsafj-qge-bcragrkgrqvfpbirel-abacebq,[],"[[""total_discount"", -0.0001820108], [""bundled_discount"", 0.0], [""edp_discount"", -0.0001820108]]",CreateSnapshot,AmazonEC2,APS2-EBS:SnapshotUsage,"{""application"": ""gsafj-qge-bcragrkgrqvfpbirel-abacebq"", ""environment"": null, ""cost_center"": ""5555679315""}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.000 per GB - data transfer in per month,Usage-Based,2025-03-07 18:00:00+00:00,2025-03-07 17:00:00+00:00,,,,,,1.48E-06,GB,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,1.48E-06,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,External,nea:njf:rp7:nc-fbhgurnfg-7:109579539191:angtngrjnl/ang-53858487q3sppr608,,,Compute,Amazon Elastic Compute Cloud,V97WX8KBR4YWXNJZ,V97WX8KBR4YWXNJZ.JRTCKXETXF.6YS6EN2CT7,109579539191,gsafj-pfg-fpngfpbagebyjn-qri,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", null]]",RunInstances,AmazonEC2,APS2-DataTransfer-In-Bytes,"{""application"": ""gsafj-pfg-fpngpgey-abacebq"", ""environment"": null, ""cost_center"": null}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.048 per provisioned MiBps-month of gp3 - Asia Pacific (Sydney),Usage-Based,2025-03-06 13:00:00+00:00,2025-03-06 12:00:00+00:00,,,,,,0,GiB/Second-Months,0,38.3385600001326,0,Amazon Web Services Australia Pty Ltd,0,49.152,Standard,0,GiB/Second-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-5s34p89r6p7p2p7p6,,,Storage,Amazon Elastic Compute Cloud,NR674TZUSQXFCVM8,NR674TZUSQXFCVM8.JRTCKXETXF.6YS6EN2CT7,776025554167,ezf-onuf-njf-ztzgcebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", 0.0]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-Throughput.gp3,"{""application"": ""Benpyr Oebamr Funerq Qngnonfr"", ""environment"": null, ""cost_center"": ""5555637688""}"
,4.46E-06,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,2025-03-07 06:00:00+00:00,2025-03-07 05:00:00+00:00,,,,,,13,Requests,4.46E-06,3.43E-07,4.46E-06,Amazon Web Services Australia Pty Ltd,5.72E-06,4.40E-07,Standard,13,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),gsafj-208726335464-cebq,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,573165919612,gsafj-nalpybhq-ppe-cebq,[],"[[""total_discount"", -1.2584e-06], [""bundled_discount"", 0.0], [""edp_discount"", -1.2584e-06]]",ReadLocation,AmazonS3,APS2-Requests-Tier2,"{""application"": ""NalPybhq"", ""environment"": null, ""cost_center"": ""5555679335""}"
,0.0008551113,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.012 per GB-month for cold backup storage for VMware,Usage-Based,2025-03-06 00:00:00+00:00,2025-03-05 23:00:00+00:00,,,,,,0.0913580405,GB-Months,0.0008551113,0.009360000448,0.0008551113,Amazon Web Services Australia Pty Ltd,0.0010962965,0.012,Standard,0.0913580405,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:onpxhc:nc-fbhgurnfg-7:790639323661:erpbirel-cbvag:3803s1q9-4s9s-9441-3p35-193r318296po,,,Storage,AWS Backup,S2HSTTS2H33SVCJT,S2HSTTS2H33SVCJT.JRTCKXETXF.6YS6EN2CT7,790639323661,gsafj-uf-izp-cebq,[],"[[""total_discount"", -0.0002411852], [""bundled_discount"", 0.0], [""edp_discount"", -0.0002411852]]",Storage,AWSBackup,APS2-ColdStorage-ByteHrs-VirtualMachine,"{""application"": ""IZP Ubfgvat"", ""environment"": null, ""cost_center"": ""5555679310""}"
